,Model,april_2019,april_2018_x,march_2019,march_2018_x,february_2019,february_2018_x,january_2019,january_2018_x,december_2018,december_2017,november_2018,november_2017,october_2018,october_2017,september_2018,september_2017,august_2018,august_2017,july_2018,july_2017,june_2018,june_2017,may_2018,may_2017,april_2018_y,april_2017,march_2018_y,march_2017,february_2018_y,february_2017,january_2018_y,january_2017,Jan. 2017 YTD,Jan. 2016 YTD_x,2016,2015_x,Nov. 2016 YTD,Nov. 2015 YTD,Oct. 2016 YTD,Oct. 2015 YTD,Sept. 2016 YTD,Sept. 2015 YTD,Aug. 2016 YTD,Aug. 2015 YTD,July 2016 YTD,July 2015 YTD,June 2016 YTD,June 2015 YTD,May 2016 YTD,May 2015 YTD,April 2016 YTD,April 2015 YTD,March 2016 YTD_x,March 2015 YTD_x,Feb. 2016 YTD,Feb. 2015 YTD_x,Jan. 2016 YTD_y,Jan. 2015 YTD_x,2015_y,2014,March 2016 YTD_y,March 2015 YTD_y,Feb. 2015 YTD_y,Feb. 2014 YTD,Jan. 2015 YTD_y,Jan. 2014 YTD,Dec. 2014 YTD,Dec. 2013 YTD,November 2014 YTD,November 2013 YTD_x,October 2014 YTD,October 2013 YTD_x,September 2014 YTD,September 2013 YTD,August 2014 YTD,August 2013 YTD_x,July 2014 YTD,July 2013 YTD_x,June 2014 YTD,June 2013 YTD_x,May 2014 YTD,May 2013 YTD_x,April 2014 YTD,April 2013 YTD_x,March 2014 YTD,March 2013 YTD_x,February 2014 YTD,February 2013 YTD,January 2014,January 2013_x,2013,2012,November 2013 YTD_y,November 2012 YTD_x,October 2013 YTD_y,October 2012 YTD_x,September 2013 YTD,% Change_x,August 2013 YTD_y,% Change_y,July 2013 YTD_y,% Change_x,June 2013 YTD_y,% Change_y,May 2013 YTD_y,% Change_x,April 2013 YTD_y,% Change_y,March 2013 YTD_y,% Change_x,2 Months Of 2013,2 Months % Change,January 2013_y,January 2012_x,November 2012 YTD_y,November 2011 YTD,October 2012 YTD_y,October 2011 YTD,September 2012 YTD,September 2011 YTD,August 2012 YTD,August 2011 YTD,July 2012 YTD,July 2011 YTD,June 2012 YTD,June 2011 YTD,May 2012,May 2011,April 2012 YTD,April 2011 YTD,March 2012 YTD,March 2011 YTD,February 2012 YTD,February 2011 YTD,January 2012_y,January 2011,December 2011,% Change_y,November 2011,% Change,October 2011,October 2010
28,Audi A6,1374,1172,1963,1171,1506,842,1889,751,3058,1970,1682,1340,47,1217,95,1210,146,1380,157,1218,309,1425,1131,1358,1172,1508,1171,1576,842,1094,751,1008,1008,841,18686,22850,16670,20394,15138,18812,13709,17072,12110,15359,10150,13337,8328,11409,6638,8978,4977,6951,3358,4812,1905,2484,841,1202,22850,23941,3358,4812,2484,3224,56,58,23941,22428,20996,19742,18935,17630,17167,15792,15657,14110,13730,12000,11910,9939,9719,8047,7568,6280,5436,4375,3224,2629,1481,1259,22428,18998,19742,17123,17630,15529,15792.0,+ 13.5%,14110.0,+ 19.1%,12000.0,+ 16.8%,9939.0,+ 15.8%,8047.0,+ 17.7%,6280.0,+ 22.0%,4375.0,+ 22.2%,2629.0,+ 25.1%,1259.0,1130,17123,9269,15529,7890,13909,6704,11844,5580,10275,4591,8584,3577,6839,3043,5146,2573,3581,1912,2102,1188,1130,594,,,,,,
29,Audi A7,441,280,672,367,474,268,620,208,1095,453,798,453,55,465,106,504,111,379,107,266,158,224,299,181,280,459,367,541,268,471,208,414,414,432,6558,7721,5747,6880,5171,6244,4588,5508,4047,4882,3473,4125,3056,3376,2569,2707,2009,1869,1466,1115,861,514,432,285,7721,8133,1466,1115,514,1252,17,70,8133,8483,7609,7539,7021,6723,6386,6027,5798,5404,5116,4685,4469,4040,3783,3429,2922,2728,2106,2083,1252,1286,624,698,8483,8598,7539,7672,6723,7019,6027.0,– 3.6%,5404.0,– 2.3%,4685.0,– 2.9%,4040.0,– 4.9%,3429.0,– 4.7%,2728.0,– 2.7%,2083.0,+ 2.9%,1286.0,+ 4.8%,698.0,643,7672,5383,7019,4752,6251,4097,5531,3404,4827,2701,4249,1992,3597,1220,2805,408,2025,—–,1227,—–,643,—–,,,,,,
30,Audi A8,187,83,261,135,242,124,284,112,380,266,310,217,253,258,14,276,32,239,34,270,51,301,71,216,83,291,135,288,124,251,112,254,254,345,4149,4990,3648,4566,3305,4202,2951,3817,2616,3376,2268,2935,1941,2517,1638,1870,1315,1454,985,1067,563,606,345,306,4990,5904,985,1067,606,697,11,11,5904,6300,5172,5582,4590,5079,4060,4634,3573,4090,3137,3551,2634,3099,2049,2522,1617,1929,1174,1462,697,899,337,504,6300,6002,5582,5102,5079,4561,4634.0,+ 16.7%,4090.0,+ 19.6%,3551.0,+ 20.4%,3099.0,+ 21.6%,2522.0,+ 29.3%,1929.0,+ 35.6%,1462.0,+ 37.3%,899.0,+ 38.9%,504.0,324,5102,5022,4561,4561,3970,4179,3419,3768,2949,3300,2548,2850,1951,2368,1423,1873,1065,1371,647,811,324,450,,,,,,
31,Hyundai Accent,2834,2816,3166,2909,1790,2080,1825,2429,3830,5205,1957,3624,1483,5485,2536,7379,2586,2632,1873,2115,2120,5028,2471,5773,2816,6951,2909,4349,2080,3352,2429,7062,7062,5050,79766,61486,75607,58768,68698,53727,62200,48625,54705,44985,46376,40252,39330,35976,36191,29435,30759,25007,17826,16799,9947,9305,5050,4438,61486,63309,17826,16799,9305,10165,669,970,63309,60458,54743,53358,51244,48717,46405,45112,42743,40113,38019,34996,34264,29459,28544,24222,22427,18644,16008,13914,10165,8245,4240,3495,60458,61004,53358,58071,48717,54811,45112.0,– 12.3%,40113.0,– 14.9%,34996.0,– 16.1%,29459.0,– 19.2%,24222.0,– 21.4%,18644.0,– 24.3%,13914.0,– 24.7%,8245.0,– 18.7%,3495.0,4341,58071,50285,54811,45603,51438,40770,47125,36245,41727,30956,36470,24018,30810,20406,24644,18877,18484,14487,10147,8748,4341,4244,,,,,,
32,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88427.0,+ 44.6%,51923.0,+ 51.1%,23924.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
33,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88427.0,+ 44.6%,51923.0,+ 51.1%,23922.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
34,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88427.0,+ 44.6%,51904.0,+ 51.1%,23924.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
35,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88427.0,+ 44.6%,51904.0,+ 51.1%,23922.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
36,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88382.0,+ 44.6%,51923.0,+ 51.1%,23924.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
37,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88382.0,+ 44.6%,51923.0,+ 51.1%,23922.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
38,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88382.0,+ 44.6%,51904.0,+ 51.1%,23924.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
39,Honda Accord,19239,21751,25371,24171,20254,19753,18786,17677,28627,22115,23367,22998,23778,26740,25357,29789,26725,30019,24927,30903,26726,29791,28212,33547,21751,26938,24171,26824,19753,23455,17677,19536,19536,20765,345225,355557,311352,320501,284170,294935,258619,264814,231415,231173,201300,190242,169354,155746,140548,128269,108599,95896,77073,68645,46550,42627,20765,21011,355557,388374,77073,68645,42627,45226,602,728,388374,366678,356785,334357,331510,307264,304382,282102,271426,256926,220351,218367,185278,186860,152949,155183,113312,121965,79188,88427,45226,51923,20604,23924,366678,331872,334357,302444,307264,276196,282102.0,+ 13.8%,256926.0,+ 17.5%,218367.0,+ 18.8%,186860.0,+ 20.4%,155183.0,+ 22.9%,121965.0,+ 26.4%,88382.0,+ 44.6%,51904.0,+ 51.1%,23922.0,13659,302444,217958,276196,203603,247847,181014,218665,162375,183817,143936,155178,127105,126254,111393,96517,94375,61132,66195,34361,34662,13659,13456,18962.0,– 41.4%,15468.0,– 18.7%,24067.0,24344.0
40,Nissan Altima,16531,10400,23075,23518,16216,19703,12189,20185,17064,18199,12077,19073,13406,17863,11867,16569,14925,14694,16015,22314,26956,28042,23030,23994,10400,20263,23518,28511,19703,26543,20185,18931,18931,22156,307380,333398,282617,303936,262578,283372,242321,262424,217290,238200,197644,205873,172695,172031,142220,142613,113816,108983,85332,86875,50476,54882,22156,26408,333398,335644,85332,86875,54882,53364,445,489,335644,320723,303313,295907,280479,271303,256935,249518,235260,228297,203107,197321,176453,167787,150342,140883,114289,108943,89285,86952,53364,49189,22515,21464,320723,302934,295907,278968,271303,258663,249518.0,+ 6.6%,228297.0,+ 8.9%,197321.0,+ 7.4%,167787.0,+ 6.8%,140883.0,+ 4.1%,108943.0,– 3.2%,86952.0,– 9.8%,49189.0,– 11.1%,21464.0,22357,278968,243005,258663,222392,234040,200554,209592,176198,183703,153182,157101,131842,135289,112308,112599,86783,96360,69551,55310,37262,22357,16454,25976.0,+ 12.9%,20613.0,+ 12.2%,21838.0,18978.0
41,Mercedes-Benz AMG GT,340,178,427,114,134,138,83,129,136,183,103,281,79,245,89,60,100,120,104,179,154,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Nissan Armada,1917,1713,4409,4288,3190,2548,2202,2246,2874,3368,2044,3293,2072,3473,3146,4447,1775,4454,2294,2477,5434,2370,2216,2487,1713,2007,4288,3094,2548,2289,2246,1908,1908,774,14035,12737,11561,11581,9823,10769,8083,9799,6371,8958,5857,8067,5251,7189,4497,5971,3703,4483,2848,3285,1867,2019,774,1029,12737,12593,2848,3285,2019,2128,27,33,12593,14383,11232,12920,10008,11660,9086,10473,8411,9601,7405,8487,6457,7381,5461,6244,4357,4707,3449,3934,2128,2599,1029,1198,14383,18072,12920,15938,11660,14121,10473.0,– 20.4%,9601.0,– 20.0%,8487.0,– 21.7%,7381.0,– 22.1%,6244.0,– 19.0%,4707.0,– 23.5%,3934.0,– 21.9%,2599.0,– 19.0%,1198.0,1402,15938,16374,14121,14595,13150,13117,12002,11565,10837,10208,9474,8729,7711,7346,6155,6111,5037,4942,3210,2931,1402,1125,,,,,,
43,Volkswagen Arteon,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Subaru Ascent,6512,0,7932,0,6160,0,4981,0,7733,0,5890,0,6008,0,5859,0,4235,0,4589,0,1897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Volkswagen Atlas,6050,5404,7381,6063,4795,4766,3803,4303,6717,6070,5233,5154,4725,3664,4291,4095,4054,2807,6499,1306,3699,2413,3923,1610,5404,0,6063,0,4766,0,4303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Toyota Avalon,2372,3254,2855,4068,1906,3027,1858,3481,2538,2427,2225,2453,2163,2648,2225,2590,2361,2871,2573,2859,2996,2520,2669,2872,3254,2747,4068,3483,3027,2610,3481,2503,2503,3597,48080,60065,43029,54249,38703,49120,35029,44320,31184,39490,27068,33999,23314,28718,20012,23680,16233,18194,12201,13604,7558,8883,3597,4781,60063,67183,12201,13604,8883,7349,48,46,67183,70990,60682,64778,55304,58943,50025,53795,45163,49281,38123,43040,32031,37471,26426,30945,19102,23846,13295,17525,7349,10543,4281,4840,70990,29556,64778,24385,58943,23078,53795.0,+ 148%,49281.0,+ 145%,43040.0,+ 135%,37471.0,+ 125%,30945.0,+ 108%,23846.0,+ 84.5%,17525.0,+ 74.5%,10543.0,+ 57.0%,4840.0,3219,24385,25695,23078,23507,21673,21005,20102,18531,18341,16139,16651,13441,14883,11270,12924,9157,10043,6477,6716,3821,3219,1795,,,,,,
47,Mercedes-Benz B-Class,1,7,,,2,49,1,40,1,111,,,1,59,,,1,58,,,0,46,3,46,7,66,33,50,49,56,40,53,53,58,632,1906,578,1809,526,1768,468,1687,417,1540,360,1368,310,1172,266,930,217,652,161,494,95,349,58,240,1906,776,161,494,349,—,145,191,776,20,450,18,257,16,159,14,92,10,41,10,—,8,—,6,—,4,—,3,,,,,20,29,—,26,—,23,,,,,,,,,,,,,,,,,,,7,19,7,18,7,16,7,12,7,2,7,2,7,2,7,2,7,2,7,2,7,2,,,,,,
48,Volkswagen Beetle,1566,1469,2027,1759,1457,1007,971,1112,917,835,548,1066,796,796,999,1065,1399,1224,1785,1359,1128,1587,1492,1829,1469,1497,1759,1497,1007,1330,1112,1081,1081,939,15667,22667,14071,21356,12668,20345,11161,19066,9820,17527,8301,15400,6773,13091,5668,10809,4490,8124,3319,5735,1851,3291,939,1389,22667,29182,3319,5735,3291,4735,76,130,29182,43134,26912,40315,25247,37473,23306,34918,21485,31364,18580,26443,16128,21187,13543,17407,10814,13689,8167,10010,4735,5928,2034,2232,43134,29174,40315,25992,37473,24005,34918.0,+ 61.9%,31364.0,+ 65.6%,26443.0,+ 70.7%,21187.0,+ 67.4%,17407.0,+ 78.7%,13689.0,+ 103%,10010.0,+ 114%,5928.0,+ 119%,2232.0,1401,25992,4937,24005,3281,21566,1765,18944,1042,15493,1042,12654,1041,9740,1039,6738,1035,4673,1027,2704,527,1401,271,,,,,,
49,Volkswagen Beetle,1566,1469,2027,1759,1457,1007,971,1112,917,835,548,1066,796,796,999,1065,1399,1224,1785,1359,1128,1587,1492,1829,1469,1497,1759,1497,1007,1330,1112,1081,1081,939,15667,22667,14071,21356,12668,20345,11161,19066,9820,17527,8301,15400,6773,13091,5668,10809,4490,8124,3319,5735,1851,3291,939,1389,22667,29182,3319,5735,3291,4735,76,130,29182,43134,26912,40315,25247,37473,23306,34918,21485,31364,18580,26443,16128,21187,13543,17407,10814,13689,8167,10010,4735,5928,2034,2232,43134,29174,40315,25992,37473,24005,34918.0,+ 61.9%,31364.0,+ 65.6%,26443.0,+ 70.7%,21187.0,+ 67.4%,17407.0,+ 78.7%,13689.0,+ 103%,10010.0,+ 114%,5928.0,+ 119%,1730.0,1401,25992,4937,24005,3281,21566,1765,18944,1042,15493,1042,12654,1041,9740,1039,6738,1035,4673,1027,2704,527,1401,271,,,,,,
50,Subaru BRZ,287,412,318,369,242,270,259,235,349,297,301,256,254,271,284,301,383,337,297,372,316,429,364,437,412,444,369,439,270,344,235,204,204,361,4141,5296,3927,4883,3692,4507,3362,4133,3062,3832,2760,3334,2407,2809,2060,2259,1677,1653,1211,1159,786,664,361,330,5296,7504,1211,1159,664,1209,32,42,7504,8587,7088,7882,6680,7126,6245,6346,5739,5642,5019,4774,4295,4068,3738,3279,2886,2600,2066,1788,1209,883,592,463,8587,4144,7882,3647,7126,3120,6346.0,+ 133%,5642.0,+ 155%,4774.0,+ 201%,4068.0,+ 274%,3279.0,+ 1110%,2600.0,—–,1788.0,—–,883.0,—–,463.0,—–,3647,—–,3120,—–,2718,—–,2210,—–,1587,—–,1089,—–,271,—–,,,,,,,,,,,,,,
51,Mercedes-Benz C-Class,4054,5148,5514,4984,4812,3947,4676,4419,6799,6500,5777,6001,,,4682,6194,4071,5304,3841,4899,5742,7116,5419,6996,5148,7821,4984,8021,3947,6145,4419,6453,6453,5079,77167,86080,69822,79057,62561,71818,56334,64535,49734,56875,43609,49721,37305,43337,30438,35021,23484,27608,17839,20943,11181,13308,5079,6236,86080,75065,17839,20943,13308,11369,566,556,75065,88251,66841,81022,57582,73144,50170,66596,43885,60207,38734,53506,33034,45902,27427,38263,22143,30250,17029,22912,11369,14516,5748,7214,88251,81697,81022,73941,,,66596.0,+ 15.35,60207.0,+ 20.7%,53506.0,+ 23.4%,45902.0,+ 21.8%,38263.0,+ 22.7%,30250.0,+ 23.3%,22912.0,+ 26.5%,14516.0,+ 23.4%,7214.0,6525,73941,61570,65376,53212,57740,46128,49868,39263,43349,34535,37686,29981,31180,25361,24531,20425,18107,15193,11765,8651,6525,4172,,,,,,
52,Toyota C-HR,3656,3923,5676,5253,4743,4420,4102,3946,4297,3866,3732,3391,3683,3638,4180,3017,3823,2901,3688,3444,4331,3100,4366,1848,3923,550,5253,0,4420,0,3946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Kia Cadenza,117,510,147,767,113,652,151,760,198,896,151,889,207,1021,201,774,249,491,200,523,268,502,344,528,510,500,767,437,652,372,760,316,316,374,4738,7343,4310,6745,4042,5898,3753,4880,3363,4021,3091,3699,2756,3289,2553,2930,2085,2404,1552,1806,959,1023,374,383,7343,9267,1552,1806,1023,1627,24,7,9267,8626,8719,7782,8237,6869,7629,5758,6524,4832,6002,3155,5415,1528,4380,527,3390,61,2495,—,1627,—,927,—,8626,—,7782,—,6869,—,5758.0,—,4832.0,—,3155.0,—,1528.0,—,527.0,—–,61.0,—–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Toyota Camry,29227,29848,33615,35264,24267,30865,23802,24638,29093,43331,24545,34991,26914,26252,27640,34732,30141,37051,26311,33827,28215,29463,29965,32547,29848,31428,35264,35648,30865,27498,24638,20313,20313,26848,388618,429355,355204,392056,327015,361111,297453,326330,266746,291843,233882,254251,199760,215816,167199,178408,130283,134571,96244,100505,59253,59705,26848,26763,429355,428606,96244,100505,59705,52330,1045,650,428606,408484,396988,378520,368142,348134,334978,318990,306471,287119,262428,242406,222540,207626,181876,171756,132292,132540,94283,100830,52330,63167,23332,31897,408484,404886,378520,373479,348134,344714,318990.0,+ 1.3%,287119.0,+ 2.3%,242406.0,– 0.6%,207626.0,– 2.9%,171756.0,– 5.5%,132540.0,– 6.8%,100830.0,– 4.3%,63167.0,+ 0.5%,31897.0,28295,373479,275004,344714,251564,314788,229521,280536,204670,243816,174485,213903,147469,181796,126094,142225,107264,105405,76821,62837,45357,28295,18145,33506.0,+ 7.3%,23440.0,+ 13.0%,22043.0,25014.0
55,Porsche Cayenne,1645,1257,1647,934,1762,1051,2150,1302,1383,940,1294,1347,1215,1202,1157,912,143,869,266,873,568,1010,536,1153,884,1257,934,1134,1051,1156,1302,1350,1350,1395,15383,16473,14284,15244,12712,13721,11506,12267,10267,10944,9058,9474,7992,8003,6777,6691,5483,5299,4017,3526,2723,2162,1395,1116,16474,16205,4017,3526,2162,2418,100,129,16205,18507,15271,17128,13652,15582,12940,13913,11744,12517,10259,11082,8713,9519,7413,7696,6119,5931,4280,4181,2418,2673,1158,1500,18507,15545,17128,13980,15582,12031,13913.0,+ 34.6%,12517.0,+ 39.6%,11082.0,+ 45.7%,9519.0,+ 46.7%,7696.0,+ 41.1%,5931.0,+ 38.5%,4181.0,+ 43.9%,2673.0,+ 62.0%,1500.0,993,13980,12148,12031,11063,10334,10031,8964,9101,7606,8219,6487,6877,5455,5868,4281,4610,2905,3032,1650,1983,993,1047,,,,,,
56,Volkswagen CC,5,44,9,57,4,46,9,49,11,54,5,61,30,58,21,71,62,97,32,95,31,98,67,109,44,150,57,216,46,179,49,167,167,379,3237,6276,2863,5643,2595,5168,2355,4490,2121,4106,1874,3560,1681,3081,1513,2559,1221,1977,991,1461,630,948,379,531,6276,9995,991,1461,948,1845,,,9995,15672,9372,14763,8750,13715,8157,12426,7530,10989,6743,9296,5953,8243,4950,7034,3920,5740,2974,4085,1845,2315,881,1192,15672,21646,14763,19450,13715,17253,12426.0,– 17.2%,10989.0,– 15.8%,9296.0,– 15.1%,8243.0,– 5.9%,7034.0,+ 2.0%,5740.0,+ 8.5%,4085.0,– 1.7%,2315.0,– 18.1%,1192.0,1415,19450,27052,17253,25354,15015,23329,13049,21719,10955,19348,8757,16342,6898,13185,5291,9206,4155,6043,2828,3712,1415,1383,,,,,,
57,Dodge Challenger,4422,5892,6562,8150,3639,6093,3230,3405,4156,4508,5022,3860,5225,3893,5462,4780,4647,6253,4837,5333,6822,6605,7005,6989,5892,6591,8150,6225,6093,6107,3405,3393,3393,5661,64433,66377,59176,61813,55268,57516,51141,52228,45260,47346,39998,42332,34607,37011,29128,30166,22451,22728,16039,15957,10670,9847,5085,4592,66365,51611,16039,15957,9847,6152,121,53,51611,51462,46673,48590,42516,45833,38376,42577,34757,38645,30575,34253,26281,29982,21904,24881,16156,19344,11034,14540,6152,8408,2458,3497,51462,43119,48590,39177,45833,36309,42577.0,+ 26.6%,38645.0,+ 27.2%,34253.0,+ 26.5%,29982.0,+ 27.8%,24881.0,+ 28.0%,19344.0,+ 32.3%,14540.0,+ 38.2%,8408.0,+ 35.2%,3497.0,2551,39177,36250,36309,33254,33623,30160,30393,26830,27082,23670,23451,20161,19442,16777,14626,13359,10524,9742,6220,5753,2551,2526,,,,,,
